,Season,Wk,Date,Time,Home,Away,Home Score,Away Score,xG Home,xG Away,Attendance,Venue,Referee,xG Diff,Actual Diff,League
592,2018-2019,16.0,2018-12-05,19:00,Reims,Toulouse,0,1,1.6,1.1,10609.0,Stade Auguste-Delaune II,Jeremy Stinat,0.5,-1.0,Ligue1
593,2018-2019,16.0,2018-12-05,19:00,Bordeaux,Saint-Étienne,3,2,2.1,2.0,23375.0,Stade Matmut-Atlantique,Clément Turpin,0.10000000000000009,1.0,Ligue1
594,2018-2019,16.0,2018-12-05,19:00,Lyon,Rennes,0,2,1.4,1.4,47278.0,Groupama Stadium,Johan Hamel,0.0,-2.0,Ligue1
595,2018-2019,16.0,2018-12-05,19:00,Caen,Nîmes,1,2,1.0,3.0,14501.0,Stade Michel d'Ornano,Florent Batta,-2.0,-1.0,Ligue1
596,2018-2019,16.0,2018-12-05,19:00,Nantes,Marseille,3,2,1.4,1.3,32663.0,Stade de la Beaujoire - Louis Fonteneau,François Letexier,0.09999999999999987,1.0,Ligue1
597,2018-2019,16.0,2018-12-05,21:00,Strasbourg,Paris S-G,1,1,1.0,2.3,25702.0,Stade de la Meinau,Antony Gautier,-1.2999999999999998,0.0,Ligue1
599,2018-2019,17.0,2018-12-08,20:00,Rennes,Dijon,2,0,2.6,0.5,16975.0,Roazhon Park,Nicolas Rainville,2.1,2.0,Ligue1
600,2018-2019,17.0,2018-12-08,20:00,Guingamp,Amiens,1,2,1.4,1.6,14089.0,Stade du Roudourou,Benoît Bastien,-0.20000000000000018,-1.0,Ligue1
601,2018-2019,17.0,2018-12-09,15:00,Strasbourg,Caen,2,2,1.1,0.5,25048.0,Stade de la Meinau,Olivier Thual,0.6000000000000001,0.0,Ligue1
602,2018-2019,17.0,2018-12-09,17:00,Lille,Reims,1,1,1.5,1.3,26826.0,Stade Pierre-Mauroy,Willy Delajod,0.19999999999999996,0.0,Ligue1
604,2018-2019,18.0,2018-12-15,20:00,Reims,Strasbourg,2,1,0.6,0.4,12171.0,Stade Auguste-Delaune II,Florent Batta,0.19999999999999996,1.0,Ligue1
605,2018-2019,18.0,2018-12-16,15:00,Nîmes,Lille,2,3,1.0,0.6,13428.0,Stade des Costières,Hakim Ben El Hadj Salem,0.4,-1.0,Ligue1
606,2018-2019,18.0,2018-12-16,17:00,Nice,Saint-Étienne,1,1,2.4,1.1,19250.0,Stade de Nice,Thomas Léonard,1.2999999999999998,0.0,Ligue1
607,2018-2019,18.0,2018-12-16,21:00,Lyon,Monaco,3,0,2.0,0.1,46477.0,Groupama Stadium,Clément Turpin,1.9,3.0,Ligue1
608,2018-2019,18.0,2018-12-18,19:30,Caen,Toulouse,2,1,1.6,1.3,11631.0,Stade Michel d'Ornano,Antony Gautier,0.30000000000000004,1.0,Ligue1
610,2018-2019,19.0,2018-12-22,21:00,Rennes,Nîmes,4,0,2.7,0.9,22430.0,Roazhon Park,Jeremy Stinat,1.8000000000000003,4.0,Ligue1
611,2018-2019,19.0,2018-12-22,21:00,Montpellier,Lyon,1,1,0.9,0.4,17275.0,Stade de la Mosson,François Letexier,0.5,0.0,Ligue1
612,2018-2019,19.0,2018-12-22,21:00,Lille,Toulouse,1,2,1.4,1.7,30186.0,Stade Pierre-Mauroy,Benoît Millot,-0.30000000000000004,-1.0,Ligue1
613,2018-2019,19.0,2018-12-22,21:00,Paris S-G,Nantes,1,0,2.1,0.5,47511.0,Parc des Princes,Karim Abed,1.6,1.0,Ligue1
614,2018-2019,19.0,2018-12-22,21:00,Reims,Caen,2,2,2.0,0.6,11017.0,Stade Auguste-Delaune II,Jérôme Miguelgorry,1.4,0.0,Ligue1
615,2018-2019,19.0,2018-12-22,21:00,Strasbourg,Nice,2,0,1.9,1.6,25113.0,Stade de la Meinau,Willy Delajod,0.2999999999999998,2.0,Ligue1
616,2018-2019,19.0,2018-12-22,21:00,Monaco,Guingamp,0,2,0.6,1.1,6424.0,Stade Louis II.,Franck Schneider,-0.5000000000000001,-2.0,Ligue1
617,2018-2019,19.0,2018-12-22,21:00,Saint-Étienne,Dijon,3,0,1.9,0.8,26215.0,Stade Geoffroy-Guichard,Eric Wattellier,1.0999999999999999,3.0,Ligue1
618,2018-2019,19.0,2018-12-22,21:00,Angers,Marseille,1,1,2.0,1.5,15113.0,Stade Raymond Kopa,Jérôme Brisard,0.5,0.0,Ligue1
619,2018-2019,19.0,2018-12-23,17:00,Bordeaux,Amiens,1,1,0.5,0.4,23343.0,Stade Matmut-Atlantique,Mikael Lesage,0.09999999999999998,0.0,Ligue1
621,2018-2019,18.0,2019-01-08,19:00,Nantes,Montpellier,2,0,1.4,0.8,15780.0,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,0.5999999999999999,2.0,Ligue1
622,2018-2019,18.0,2019-01-08,19:00,Amiens,Angers,0,0,1.8,0.3,10209.0,Stade de la Licorne,Johan Hamel,1.5,0.0,Ligue1
624,2018-2019,20.0,2019-01-11,19:00,Caen,Lille,1,3,1.3,2.8,16018.0,Stade Michel d'Ornano,Thomas Léonard,-1.4999999999999998,-2.0,Ligue1
625,2018-2019,20.0,2019-01-11,20:45,Lyon,Reims,1,1,1.4,1.1,42512.0,Groupama Stadium,Benoît Millot,0.2999999999999998,0.0,Ligue1
626,2018-2019,20.0,2019-01-12,17:00,Amiens,Paris S-G,0,3,0.3,2.5,11932.0,Stade de la Licorne,Florent Batta,-2.2,-3.0,Ligue1
627,2018-2019,20.0,2019-01-12,20:00,Guingamp,Saint-Étienne,0,1,0.7,0.6,15342.0,Stade du Roudourou,Karim Abed,0.09999999999999998,-1.0,Ligue1
628,2018-2019,20.0,2019-01-12,20:00,Nice,Bordeaux,1,0,1.4,1.8,15191.0,Stade de Nice,Nicolas Rainville,-0.40000000000000013,1.0,Ligue1
629,2018-2019,20.0,2019-01-13,15:00,Nantes,Rennes,0,1,1.7,0.4,31195.0,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,1.2999999999999998,-1.0,Ligue1
630,2018-2019,20.0,2019-01-13,17:00,Toulouse,Strasbourg,1,2,1.7,1.4,15465.0,Stadium Municipal,Hakim Ben El Hadj Salem,0.30000000000000004,-1.0,Ligue1
631,2018-2019,20.0,2019-01-13,17:00,Dijon,Montpellier,1,1,0.7,1.6,11910.0,Stade Gaston Gérard,Benoît Bastien,-0.9000000000000001,0.0,Ligue1
632,2018-2019,20.0,2019-01-13,21:00,Marseille,Monaco,1,1,1.7,0.9,44315.0,Orange Vélodrome,Mikael Lesage,0.7999999999999999,0.0,Ligue1
634,2018-2019,17.0,2019-01-15,19:00,Angers,Bordeaux,1,2,3.4,0.4,10836.0,Stade Raymond Kopa,Eric Wattellier,3.0,-1.0,Ligue1
635,2018-2019,17.0,2019-01-16,19:00,Toulouse,Lyon,2,2,1.0,2.0,16587.0,Stadium Municipal,Ruddy Buquet,-1.0,0.0,Ligue1
636,2018-2019,17.0,2019-01-16,19:00,Nîmes,Nantes,1,0,0.9,0.6,12806.0,Stade des Costières,Hakim Ben El Hadj Salem,0.30000000000000004,1.0,Ligue1
637,2018-2019,17.0,2019-01-16,19:00,Monaco,Nice,1,1,1.0,1.3,11345.0,Stade Louis II.,Benoît Bastien,-0.30000000000000004,0.0,Ligue1
639,2018-2019,18.0,2019-01-16,19:00,Guingamp,Rennes,2,1,0.8,1.7,14179.0,Stade du Roudourou,Clément Turpin,-0.8999999999999999,1.0,Ligue1
641,2018-2019,17.0,2019-01-16,21:00,Saint-Étienne,Marseille,2,1,2.1,1.0,28146.0,Stade Geoffroy-Guichard,Antony Gautier,1.1,1.0,Ligue1
643,2018-2019,21.0,2019-01-18,20:45,Lille,Amiens,2,1,2.2,0.4,27211.0,Stade Pierre-Mauroy,Willy Delajod,1.8000000000000003,1.0,Ligue1
644,2018-2019,21.0,2019-01-19,17:00,Paris S-G,Guingamp,9,0,5.1,0.1,47268.0,Parc des Princes,Amaury Delerue,5.0,9.0,Ligue1
645,2018-2019,21.0,2019-01-19,20:00,Reims,Nice,1,1,1.3,1.3,11776.0,Stade Auguste-Delaune II,Olivier Thual,0.0,0.0,Ligue1
646,2018-2019,21.0,2019-01-19,20:00,Monaco,Strasbourg,1,5,0.9,1.5,7298.0,Stade Louis II.,François Letexier,-0.6,-4.0,Ligue1
647,2018-2019,21.0,2019-01-19,20:00,Nîmes,Toulouse,0,1,1.0,0.9,12736.0,Stade des Costières,Jérôme Brisard,0.09999999999999998,-1.0,Ligue1
648,2018-2019,21.0,2019-01-20,15:00,Rennes,Montpellier,0,0,0.8,0.5,23990.0,Roazhon Park,Jérôme Miguelgorry,0.30000000000000004,0.0,Ligue1
649,2018-2019,21.0,2019-01-20,17:00,Caen,Marseille,0,1,0.5,1.0,19607.0,Stade Michel d'Ornano,Franck Schneider,-0.5,-1.0,Ligue1
650,2018-2019,21.0,2019-01-20,17:00,Angers,Nantes,1,0,0.2,1.2,12412.0,Stade Raymond Kopa,Benoît Millot,-1.0,1.0,Ligue1
651,2018-2019,21.0,2019-01-20,19:00,Bordeaux,Dijon,1,0,1.6,1.2,13380.0,Stade Matmut-Atlantique,Johan Hamel,0.40000000000000013,1.0,Ligue1
652,2018-2019,21.0,2019-01-20,21:00,Saint-Étienne,Lyon,1,2,2.4,2.0,41594.0,Stade Geoffroy-Guichard,Benoît Bastien,0.3999999999999999,-1.0,Ligue1
654,2018-2019,20.0,2019-01-23,19:00,Nîmes,Angers,3,1,1.5,1.7,12015.0,Stade des Costières,Olivier Thual,-0.19999999999999996,2.0,Ligue1
656,2018-2019,22.0,2019-01-25,20:45,Marseille,Lille,1,2,1.2,2.0,43845.0,Orange Vélodrome,Amaury Delerue,-0.8,-1.0,Ligue1
657,2018-2019,22.0,2019-01-26,20:00,Dijon,Monaco,2,0,1.6,1.5,12060.0,Stade Gaston Gérard,Eric Wattellier,0.10000000000000009,2.0,Ligue1
658,2018-2019,22.0,2019-01-26,20:00,Nice,Nîmes,2,0,1.7,0.8,15982.0,Stade de Nice,Benoît Millot,0.8999999999999999,2.0,Ligue1
659,2018-2019,22.0,2019-01-26,20:00,Guingamp,Reims,0,1,0.5,0.6,13853.0,Stade du Roudourou,Thomas Léonard,-0.09999999999999998,-1.0,Ligue1
660,2018-2019,22.0,2019-01-26,20:00,Strasbourg,Bordeaux,1,0,0.7,0.7,25214.0,Stade de la Meinau,Florent Batta,0.0,1.0,Ligue1
661,2018-2019,22.0,2019-01-27,15:00,Montpellier,Caen,2,0,1.3,0.4,11001.0,Stade de la Mosson,Hakim Ben El Hadj Salem,0.9,2.0,Ligue1
662,2018-2019,22.0,2019-01-27,17:00,Amiens,Lyon,0,1,0.7,1.2,10017.0,Stade de la Licorne,Jérôme Miguelgorry,-0.5,-1.0,Ligue1
663,2018-2019,22.0,2019-01-27,20:00,Toulouse,Angers,0,0,1.5,1.5,11296.0,Stadium Municipal,Johan Hamel,0.0,0.0,Ligue1
664,2018-2019,22.0,2019-01-27,21:00,Paris S-G,Rennes,4,1,2.4,1.2,43307.0,Parc des Princes,Karim Abed,1.2,3.0,Ligue1
665,2018-2019,22.0,2019-01-30,21:00,Nantes,Saint-Étienne,1,1,1.7,1.8,28748.0,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider,-0.10000000000000009,0.0,Ligue1
667,2018-2019,23.0,2019-02-01,20:45,Lille,Nice,4,0,2.2,0.6,32849.0,Stade Pierre-Mauroy,Jérôme Miguelgorry,1.6,4.0,Ligue1
668,2018-2019,23.0,2019-02-02,20:00,Monaco,Toulouse,2,1,1.2,0.9,5896.0,Stade Louis II.,Mikael Lesage,0.29999999999999993,1.0,Ligue1
669,2018-2019,23.0,2019-02-02,20:00,Rennes,Amiens,1,0,1.9,0.8,17783.0,Roazhon Park,Olivier Thual,1.0999999999999999,1.0,Ligue1
670,2018-2019,23.0,2019-02-02,20:00,Angers,Dijon,1,0,1.2,0.4,8451.0,Stade Raymond Kopa,Florent Batta,0.7999999999999999,1.0,Ligue1
671,2018-2019,23.0,2019-02-02,21:00,Reims,Marseille,2,1,0.6,1.2,20546.0,Stade Auguste-Delaune II,François Letexier,-0.6,1.0,Ligue1
672,2018-2019,23.0,2019-02-03,15:00,Nîmes,Montpellier,1,1,0.7,0.9,18045.0,Stade des Costières,Antony Gautier,-0.20000000000000007,0.0,Ligue1
673,2018-2019,23.0,2019-02-03,21:00,Lyon,Paris S-G,2,1,3.2,1.2,57624.0,Groupama Stadium,Clément Turpin,2.0,1.0,Ligue1
675,2018-2019,18.0,2019-02-05,19:00,Marseille,Bordeaux,1,0,1.8,0.2,,Orange Vélodrome,Jérôme Brisard,1.6,1.0,Ligue1
677,2018-2019,24.0,2019-02-08,20:45,Dijon,Marseille,1,2,1.2,1.2,15095.0,Stade Gaston Gérard,Thomas Léonard,0.0,-1.0,Ligue1
678,2018-2019,24.0,2019-02-09,17:00,Paris S-G,Bordeaux,1,0,2.3,0.6,47274.0,Parc des Princes,Ruddy Buquet,1.6999999999999997,1.0,Ligue1
679,2018-2019,24.0,2019-02-09,20:00,Amiens,Caen,1,0,0.8,0.4,9373.0,Stade de la Licorne,Eric Wattellier,0.4,1.0,Ligue1
680,2018-2019,24.0,2019-02-09,20:00,Strasbourg,Angers,1,2,1.1,0.8,25010.0,Stade de la Meinau,Amaury Delerue,0.30000000000000004,-1.0,Ligue1
681,2018-2019,24.0,2019-02-10,15:00,Nantes,Nîmes,2,4,1.9,1.7,34219.0,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,0.19999999999999996,-2.0,Ligue1
682,2018-2019,24.0,2019-02-10,15:00,Toulouse,Reims,1,1,0.8,1.3,15240.0,Stadium Municipal,Karim Abed,-0.5,0.0,Ligue1
683,2018-2019,24.0,2019-02-10,15:00,Montpellier,Monaco,2,2,1.8,1.5,13709.0,Stade de la Mosson,Franck Schneider,0.30000000000000004,0.0,Ligue1
684,2018-2019,24.0,2019-02-10,17:00,Rennes,Saint-Étienne,3,0,2.5,1.5,24230.0,Roazhon Park,Johan Hamel,1.0,3.0,Ligue1
685,2018-2019,24.0,2019-02-10,17:00,Guingamp,Lille,0,2,0.5,1.3,13886.0,Stade du Roudourou,Benoît Bastien,-0.8,-2.0,Ligue1
686,2018-2019,24.0,2019-02-10,21:00,Nice,Lyon,1,0,1.5,2.3,22193.0,Stade de Nice,Mikael Lesage,-0.7999999999999998,1.0,Ligue1
688,2018-2019,23.0,2019-02-13,19:00,Saint-Étienne,Strasbourg,2,1,1.6,0.7,16406.0,Stade Geoffroy-Guichard,Jérôme Brisard,0.9000000000000001,1.0,Ligue1
689,2018-2019,23.0,2019-02-13,19:30,Caen,Nantes,0,1,0.6,1.5,16627.0,Stade Michel d'Ornano,Willy Delajod,-0.9,-1.0,Ligue1
691,2018-2019,25.0,2019-02-15,19:00,Nîmes,Dijon,2,0,1.2,1.2,12703.0,Stade des Costières,Jérôme Miguelgorry,0.0,2.0,Ligue1
692,2018-2019,25.0,2019-02-15,20:45,Lyon,Guingamp,2,1,1.7,1.6,40305.0,Groupama Stadium,Antony Gautier,0.09999999999999987,1.0,Ligue1
693,2018-2019,25.0,2019-02-16,17:00,Marseille,Amiens,2,0,1.2,1.2,50871.0,Orange Vélodrome,Johan Hamel,0.0,2.0,Ligue1
694,2018-2019,25.0,2019-02-16,20:00,Angers,Nice,3,0,2.0,0.6,11117.0,Stade Raymond Kopa,Franck Schneider,1.4,3.0,Ligue1
695,2018-2019,25.0,2019-02-16,20:00,Monaco,Nantes,1,0,1.3,0.3,7557.0,Stade Louis II.,Olivier Thual,1.0,1.0,Ligue1
696,2018-2019,25.0,2019-02-17,15:00,Lille,Montpellier,0,0,1.1,0.7,36967.0,Stade Pierre-Mauroy,Ruddy Buquet,0.40000000000000013,0.0,Ligue1
697,2018-2019,25.0,2019-02-17,15:00,Bordeaux,Toulouse,2,1,0.7,2.3,19332.0,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,-1.5999999999999999,1.0,Ligue1
698,2018-2019,25.0,2019-02-17,15:00,Caen,Strasbourg,0,0,0.5,0.7,14290.0,Stade Michel d'Ornano,Thomas Léonard,-0.19999999999999996,0.0,Ligue1
699,2018-2019,25.0,2019-02-17,17:00,Reims,Rennes,2,0,0.7,0.4,14792.0,Stade Auguste-Delaune II,Florent Batta,0.29999999999999993,2.0,Ligue1
700,2018-2019,25.0,2019-02-17,21:00,Saint-Étienne,Paris S-G,0,1,0.6,1.5,39652.0,Stade Geoffroy-Guichard,Benoît Bastien,-0.9,-1.0,Ligue1
702,2018-2019,23.0,2019-02-20,19:00,Bordeaux,Guingamp,0,0,1.1,1.5,14527.0,Stade Matmut-Atlantique,Willy Delajod,-0.3999999999999999,0.0,Ligue1
704,2018-2019,17.0,2019-02-20,21:00,Paris S-G,Montpellier,5,1,3.3,1.0,47198.0,Parc des Princes,François Letexier,2.3,4.0,Ligue1
706,2018-2019,26.0,2019-02-22,19:00,Dijon,Saint-Étienne,0,1,0.5,1.1,13511.0,Stade Gaston Gérard,Karim Abed,-0.6000000000000001,-1.0,Ligue1
707,2018-2019,26.0,2019-02-22,20:45,Strasbourg,Lille,1,1,0.5,1.1,25303.0,Stade de la Meinau,Clément Turpin,-0.6000000000000001,0.0,Ligue1
708,2018-2019,26.0,2019-02-23,17:00,Paris S-G,Nîmes,3,0,3.9,0.6,47377.0,Parc des Princes,Amaury Delerue,3.3,3.0,Ligue1
709,2018-2019,26.0,2019-02-23,20:00,Guingamp,Angers,1,0,0.6,0.4,16306.0,Stade du Roudourou,Jérôme Miguelgorry,0.19999999999999996,1.0,Ligue1
710,2018-2019,26.0,2019-02-23,20:00,Amiens,Nice,1,0,1.6,0.4,11074.0,Stade de la Licorne,Thomas Léonard,1.2000000000000002,1.0,Ligue1
711,2018-2019,26.0,2019-02-24,15:00,Toulouse,Caen,1,1,1.6,2.1,20439.0,Stadium Municipal,François Letexier,-0.5,0.0,Ligue1
712,2018-2019,26.0,2019-02-24,15:00,Montpellier,Reims,2,4,1.8,2.1,11124.0,Stade de la Mosson,Willy Delajod,-0.30000000000000004,-2.0,Ligue1
713,2018-2019,26.0,2019-02-24,15:00,Nantes,Bordeaux,1,0,1.8,0.2,21910.0,Stade de la Beaujoire - Louis Fonteneau,Nicolas Rainville,1.6,1.0,Ligue1
714,2018-2019,26.0,2019-02-24,17:00,Rennes,Marseille,1,1,1.1,0.5,28014.0,Roazhon Park,Mikael Lesage,0.6000000000000001,0.0,Ligue1
715,2018-2019,26.0,2019-02-24,21:00,Monaco,Lyon,2,0,0.7,1.4,10157.0,Stade Louis II.,Benoît Millot,-0.7,2.0,Ligue1
717,2018-2019,27.0,2019-03-02,17:00,Caen,Paris S-G,1,2,0.5,4.1,20076.0,Stade Michel d'Ornano,Hakim Ben El Hadj Salem,-3.5999999999999996,-1.0,Ligue1
718,2018-2019,27.0,2019-03-02,20:00,Reims,Amiens,2,2,1.2,2.3,12549.0,Stade Auguste-Delaune II,Franck Schneider,-1.0999999999999999,0.0,Ligue1
719,2018-2019,27.0,2019-03-02,20:00,Angers,Monaco,2,2,1.1,1.5,11391.0,Stade Raymond Kopa,Antony Gautier,-0.3999999999999999,0.0,Ligue1
720,2018-2019,27.0,2019-03-03,15:00,Nice,Strasbourg,1,0,1.4,0.5,17479.0,Stade de Nice,Eric Wattellier,0.8999999999999999,1.0,Ligue1
721,2018-2019,27.0,2019-03-03,15:00,Lille,Dijon,1,0,0.8,0.5,32722.0,Stade Pierre-Mauroy,Olivier Thual,0.30000000000000004,1.0,Ligue1
722,2018-2019,27.0,2019-03-03,15:00,Guingamp,Nantes,0,0,1.0,1.0,15025.0,Stade du Roudourou,Ruddy Buquet,0.0,0.0,Ligue1
723,2018-2019,27.0,2019-03-03,17:00,Lyon,Toulouse,5,1,3.8,0.4,44881.0,Groupama Stadium,Thomas Léonard,3.4,4.0,Ligue1
724,2018-2019,27.0,2019-03-03,21:00,Marseille,Saint-Étienne,2,0,2.5,0.4,57337.0,Orange Vélodrome,Clément Turpin,2.1,2.0,Ligue1
725,2018-2019,27.0,2019-03-05,19:00,Bordeaux,Montpellier,1,2,1.2,1.7,14522.0,Stade Matmut-Atlantique,Jérôme Brisard,-0.5,-1.0,Ligue1
727,2018-2019,28.0,2019-03-09,17:00,Strasbourg,Lyon,2,2,0.9,3.9,25463.0,Stade de la Meinau,Jérôme Miguelgorry,-3.0,0.0,Ligue1
728,2018-2019,28.0,2019-03-09,20:00,Monaco,Bordeaux,1,1,0.8,1.6,8042.0,Stade Louis II.,François Letexier,-0.8,0.0,Ligue1
729,2018-2019,28.0,2019-03-09,20:00,Dijon,Reims,1,1,0.9,3.0,12317.0,Stade Gaston Gérard,Florent Batta,-2.1,0.0,Ligue1
730,2018-2019,28.0,2019-03-09,20:00,Amiens,Nîmes,2,1,2.3,1.0,10523.0,Stade de la Licorne,Willy Delajod,1.2999999999999998,1.0,Ligue1
731,2018-2019,28.0,2019-03-10,15:00,Saint-Étienne,Lille,0,1,0.3,1.8,26648.0,Stade Geoffroy-Guichard,Mikael Lesage,-1.5,-1.0,Ligue1
732,2018-2019,28.0,2019-03-10,15:00,Montpellier,Angers,2,2,1.3,1.5,10931.0,Stade de la Mosson,Karim Abed,-0.19999999999999996,0.0,Ligue1
733,2018-2019,28.0,2019-03-10,15:00,Toulouse,Guingamp,1,0,1.6,0.5,19802.0,Stadium Municipal,Jérôme Brisard,1.1,1.0,Ligue1
734,2018-2019,28.0,2019-03-10,17:00,Rennes,Caen,3,1,2.0,0.3,23676.0,Roazhon Park,Benoît Millot,1.7,2.0,Ligue1
735,2018-2019,28.0,2019-03-10,21:00,Marseille,Nice,1,0,0.7,0.4,50935.0,Orange Vélodrome,Benoît Bastien,0.29999999999999993,1.0,Ligue1
737,2018-2019,18.0,2019-03-12,19:00,Dijon,Paris S-G,0,4,0.4,2.4,15117.0,Stade Gaston Gérard,Jérôme Miguelgorry,-2.0,-4.0,Ligue1
739,2018-2019,29.0,2019-03-15,19:00,Nice,Toulouse,1,1,0.7,1.3,14402.0,Stade de Nice,Olivier Thual,-0.6000000000000001,0.0,Ligue1
740,2018-2019,29.0,2019-03-15,20:45,Lille,Monaco,0,1,1.8,1.6,37724.0,Stade Pierre-Mauroy,Hakim Ben El Hadj Salem,0.19999999999999996,-1.0,Ligue1
741,2018-2019,29.0,2019-03-16,20:00,Guingamp,Dijon,1,0,1.4,0.5,15834.0,Stade du Roudourou,Mikael Lesage,0.8999999999999999,1.0,Ligue1
742,2018-2019,29.0,2019-03-16,20:00,Caen,Saint-Étienne,0,5,0.1,1.9,18276.0,Stade Michel d'Ornano,Florent Batta,-1.7999999999999998,-5.0,Ligue1
743,2018-2019,29.0,2019-03-16,20:00,Nîmes,Strasbourg,2,2,2.4,0.7,13114.0,Stade des Costières,Amaury Delerue,1.7,0.0,Ligue1
744,2018-2019,29.0,2019-03-16,20:00,Angers,Amiens,0,0,1.4,0.7,10427.0,Stade Raymond Kopa,Benoît Millot,0.7,0.0,Ligue1
745,2018-2019,29.0,2019-03-17,14:30,Lyon,Montpellier,3,2,2.7,0.6,47134.0,Groupama Stadium,Clément Turpin,2.1,1.0,Ligue1
746,2018-2019,29.0,2019-03-17,15:00,Reims,Nantes,1,0,0.7,0.3,14806.0,Stade Auguste-Delaune II,Johan Hamel,0.39999999999999997,1.0,Ligue1
747,2018-2019,29.0,2019-03-17,17:00,Bordeaux,Rennes,1,1,1.7,0.7,19807.0,Stade Matmut-Atlantique,Eric Wattellier,1.0,0.0,Ligue1
748,2018-2019,29.0,2019-03-17,21:00,Paris S-G,Marseille,3,1,1.3,0.3,47647.0,Parc des Princes,Antony Gautier,1.0,2.0,Ligue1
750,2018-2019,30.0,2019-03-29,20:45,Rennes,Lyon,0,1,1.3,1.9,27094.0,Roazhon Park,Antony Gautier,-0.5999999999999999,-1.0,Ligue1
751,2018-2019,30.0,2019-03-30,17:00,Marseille,Angers,2,2,1.3,2.2,53507.0,Orange Vélodrome,Jérôme Miguelgorry,-0.9000000000000001,0.0,Ligue1
752,2018-2019,30.0,2019-03-31,15:00,Amiens,Bordeaux,0,0,1.0,0.6,11765.0,Stade de la Licorne,Mikael Lesage,0.4,0.0,Ligue1
753,2018-2019,30.0,2019-03-31,15:00,Monaco,Caen,0,1,1.9,0.8,7031.0,Stade Louis II.,Ruddy Buquet,1.0999999999999999,-1.0,Ligue1
754,2018-2019,30.0,2019-03-31,15:00,Dijon,Nice,0,1,0.8,0.9,12345.0,Stade Gaston Gérard,Nicolas Rainville,-0.09999999999999998,-1.0,Ligue1
755,2018-2019,30.0,2019-03-31,17:00,Nantes,Lille,2,3,2.0,2.5,25045.0,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,-0.5,-1.0,Ligue1
756,2018-2019,30.0,2019-03-31,21:00,Toulouse,Paris S-G,0,1,1.1,1.5,27147.0,Stadium Municipal,Amaury Delerue,-0.3999999999999999,-1.0,Ligue1
757,2018-2019,30.0,2019-04-01,20:30,Saint-Étienne,Nîmes,2,1,2.2,1.5,22595.0,Stade Geoffroy-Guichard,Karim Abed,0.7000000000000002,1.0,Ligue1
758,2018-2019,30.0,2019-04-03,19:00,Montpellier,Guingamp,2,0,2.2,0.5,11187.0,Stade de la Mosson,Franck Schneider,1.7000000000000002,2.0,Ligue1
759,2018-2019,30.0,2019-04-03,19:00,Strasbourg,Reims,4,0,2.4,1.2,25081.0,Stade de la Meinau,Jeremy Stinat,1.2,4.0,Ligue1
761,2018-2019,31.0,2019-04-05,20:45,Bordeaux,Marseille,2,0,1.5,1.6,34152.0,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,-0.10000000000000009,2.0,Ligue1
762,2018-2019,31.0,2019-04-06,17:00,Lyon,Dijon,1,3,3.1,1.0,52431.0,Groupama Stadium,Johan Hamel,2.1,-2.0,Ligue1
763,2018-2019,31.0,2019-04-06,20:00,Nîmes,Caen,2,0,1.1,0.2,12183.0,Stade des Costières,Olivier Thual,0.9000000000000001,2.0,Ligue1
764,2018-2019,31.0,2019-04-06,20:00,Guingamp,Monaco,1,1,0.6,2.1,13997.0,Stade du Roudourou,Benoît Bastien,-1.5,0.0,Ligue1
765,2018-2019,31.0,2019-04-06,20:00,Angers,Rennes,3,3,1.6,2.2,12378.0,Stade Raymond Kopa,Nicolas Rainville,-0.6000000000000001,0.0,Ligue1
766,2018-2019,31.0,2019-04-06,20:00,Amiens,Saint-Étienne,2,2,1.1,2.5,11832.0,Stade de la Licorne,Eric Wattellier,-1.4,0.0,Ligue1
767,2018-2019,31.0,2019-04-07,15:00,Reims,Lille,1,1,1.0,1.0,18642.0,Stade Auguste-Delaune II,Jérôme Brisard,0.0,0.0,Ligue1
768,2018-2019,31.0,2019-04-07,15:00,Toulouse,Nantes,1,0,2.8,0.8,16264.0,Stadium Municipal,Florent Batta,1.9999999999999998,1.0,Ligue1
769,2018-2019,31.0,2019-04-07,17:00,Nice,Montpellier,1,0,1.7,0.7,17980.0,Stade de Nice,Ruddy Buquet,1.0,1.0,Ligue1
770,2018-2019,31.0,2019-04-07,21:00,Paris S-G,Strasbourg,2,2,3.4,0.6,47419.0,Parc des Princes,Thomas Léonard,2.8,0.0,Ligue1
772,2018-2019,27.0,2019-04-09,19:00,Nîmes,Rennes,3,1,1.7,0.6,13142.0,Stade des Costières,Florent Batta,1.1,2.0,Ligue1
774,2018-2019,32.0,2019-04-12,19:00,Dijon,Amiens,0,0,1.4,0.2,12532.0,Stade Gaston Gérard,Karim Abed,1.2,0.0,Ligue1
775,2018-2019,32.0,2019-04-12,20:45,Nantes,Lyon,2,1,1.0,1.3,25050.0,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,-0.30000000000000004,1.0,Ligue1
